ID,businessname,legalowner,LicenseFK
586,Charley's Philly Steaks,CVS.LIC. DEPT./T.FLUETTE,586
587,CHARLIE'S HOUSE OF PIZZA,YUKSEL SAHIN,587
588,Charlie's Pizza & Cafe,,588
589,Charlies Sandwich Shoppe,  ,589
590,CHART HOUSE,,590
591,CHARTWELLS @ SNELL LIBRARY,DAKA,591
592,Chatime,  ,592
593,CHAU CHOW,CHAU CHOW III LLC,593
594,Chauncy Brothers Smoke Shop,EGLESTON SQUARE PHARMACY INC.,594
595,Cheema's Supermarket-Brighton,,595
596,Chef Chang's on Back Bay,AGA GROUP INC,596
597,CHEQUERS,,597
598,Chequers Coffee Express,,598
599,Chestnut Farms,,599
600,Chestnut Park @ Cleveland Circle,ET SUB CLEVELAND CIRCLE LLC,600
601,CHEZ-VOUS SKATING RINK,TONEY EDWARD TS,601
602,Chickadee,  ,602
603,Chicken & Rice Guys No. 5,,603
604,Chicken and Rice Guys,,604
605,Chicken and Rice Guys (3),,605
606,Chicken And Rice Guys (4),,606
607,CHICKEN LOU'S,,607
608,Chicks and Dogs,,608
609,Chik Chak Food Truck,,609
610,Chilacates,,610
611,CHILDRENS HOSPITAL MAIN CAF,ANTHONY SCARPINO DIR.,611
612,Chill On Park,,612
613,Chilton Club,CHILTON CLUB,613
614,CHINA GOURMET RESTAURANT,GEE HOW OAK TIN ASSOC,614
615,CHINA HOUSE,D'AMELIO GEORGE,615
616,China King Restaurant,YEE EDISON,616
617,CHINA MAXIM III,,617
618,China Pearl Restaurant,WONG FRANK,618
619,CHINA SEA RESTAURANT,,619
620,China Sky Restaurant,,620
621,China Station Restaurant,FIVE30 WASHINGTON ST LLC,621
622,CHINATOWN EXPRESS,YUE CHUN TAT,622
623,CHINESE DRAGON,NG SUM WUN,623
624,Chipotle Mexican Grill,,624
625,Chipotle Mexican Grill No. 1520,CAPITAL CROSSING BANK,625
626,Chipotle Mexican Grille,HISTORIC BOSTON INC,626
627,Choat Hall & Stewart,KENWELL FITNESS PROGRAM I NC.,627
628,Choice's by Au Bon Pain,CRABTREE & EVELYN LTD.,628
629,Chopped & Topped 3rd Fl.,NEW ENGLAND MEDICAL CENTER,629
630,Christo's Pizzeria,,630
631,Chubby Chickpea Mobile,,631
632,CHUNG WAH,LUI SHOK BING WONG,632
633,Chutney's,CVS.LIC. DEPT./T.FLUETTE,633
634,CIAO,AEW CAPITAL MANAGEMENT,634
635,Cibao Market,MARINEZ MANUEL A,635
636,Cinque Cento,  ,636
637,Citgo Gas Station,,637
638,Citizen Public House & Oyster Bar,  ,638
639,CitizenM Hotel,  ,639
640,Citra A Fresh Cafe,BOSTON HOSPITAL FOR WOMEN,640
641,Citrus & Salt,,641
642,City Bar/M. J. O'Connor's,,642
643,City Hall Deli (8th Fl.),,643
644,City Tap House,CFS SEAPORT LLC,644
645,City Winery,,645
646,Cityside,,646
647,CLARKE'S,21 MERCHANTS ROW CORP.,647
648,Classic Harbor Lines,MASS BAY LINES INC. FREEDOM,648
649,Clay Pot Cafe,WONG JANEY,649
650,CLERY'S,ATG  INC.,650
651,CLINTON MARKET,MAITLAND C. FORDE,651
652,Clock Tavern,,652
653,Clover Fast Food @Dwy No. 6,,653
654,Club Cafe,FRANCO CAMPANELLO/,654
655,CLUB HOTEL BAR,BAYSIDE ASSOCS LPS,655
656,Clyde's Cupcakes,,656
657,C-Mart Herald Street,CHINESE CONSOLIDATED,657
658,CO3/BO3/YO3,,658
659,CO5/BO5,,659
660,CO6/BO6,,660
661,CO7,,661
662,Cobblestones,,662
663,Coco Leaf,CHATAL ASSOCS LPS,663
664,Cocobeet,L.A. WEIGHT LOSS CENTERS  INC.,664
665,Coda Bar & Kitchen,THREE 29 COLUMBUS AV,665
666,Code 10 Restaurant Cafe,,666
667,Coffee Break Cafe,,667
668,Coffee Corner,EUREST DINNING SERVICES C/O TERADYNE,668
669,Coffee Cup (Ashmont Station southbound side),,669
670,COFFEE SHOP,REKOWSKI ANDREW,670
671,College Club,,671
672,COLLEGE PIZZA,,672
673,Colonnade Hotel,DRUKER,673
674,Columbia Park Cafe @ Santander Bank,,674
675,COLUMBIA RD. MARKET,FRIAS,675
676,Comedy Connection @ The Wilbur Theater,TREMONT ENTERTAINMENT ENTERP,676
677,Comella's,SLYNE STEPHEN D TS,677
678,COMFORT INN BOSTON,CHALET INN OF BOSTON INC.,678
679,Committee,,679
680,Common Vines,ONE HUNDRED SUMMER STREET,680
681,Commonwealth Market,MANJIKIAN,681
682,COMMONWEALTH SPORTS CLUB,BROWN HAROLD ETAL,682
683,Community Care Pharmacy,,683
684,Community Servings Employee Cafeteria,,684
685,Community Workshop Inc.,,685
686,Compadres Meat Market,THREE101-3105 WASHINGTON,686
687,Compliments Food Co.,,687
688,Compliments Food Co. No. 2,,688
689,Concession Kitchen South Side,  ,689
690,CONDOM WORLD,NEWBURY PRIME REALTY CORP,690
691,CONF. CTR. SCHOOL OF MGMENT,ARAMARK/DEBORAH LEVINE,691
692,CONGRESS CARD & TOBACCO,CARDINALE LINDA,692
693,CONOR LARKINS GRILL & TAP,C. WELSH/B.KELLY/J. BUSHN,693
694,Constitution Center Cafe,RY & TY INC.,694
695,Conte 1,  ,695
696,Conte 2,  ,696
697,Conte 3,  ,697
698,Conte 4,  ,698
699,Conte 5,  ,699
700,Conte 6,  ,700
701,Conte 7,  ,701
702,Conte 8,  ,702
703,Convene @ 1 Boston Place,  ,703
704,Converse,  ,704
705,COOGAN'S BLUFF,ONE-71-173 MILK STREET L P,705
706,Copley Square Hotel,COPLEY OPERATING INC,706
707,Coppa,,707
708,Coppersmith Hall,CONTICAST CORPORATION,708
709,Coreanos,,709
710,Corner Cafe,LONGO MARYANN,710
711,Corner Stone Pizza Cafe,,711
712,Corner Store,PALUMBO SUSAN ETAL,712
713,Cornish Pasty Co. Boston,,713
714,Cornwall's,,714
715,CORPORATE CHEFS,,715
716,Corporate Chefs @ Plaza Cafe (Tufts),TUFTS N E MED CNTR INC,716
717,Corporate Chefs @ Tufts Food 4 Thot,,717
718,CORRIB PUB,BLIGH HUBERT TRST,718
719,CORRIB PUB AND RESTAURANT,,719
720,Cosi No.  214,MASS PORT AUTHORITY,720
721,Cosi No. 204,,721
722,Cosi No. 206 (Air Canada),,722
723,Cosi No. 305,GREEN,723
724,Cosi No. 312 (Hood Park Cafe),,724
725,COSI No. 315 (Logan Term C),,725
726,Cosi No. 901,,726
727,Costello's Tavern Inc,GRIFFIN MATTHEW T,727
728,Country Kitchen,AMINPOUR AMIR,728
729,COURT SQUARE SMOKE SHOP,  ,729
730,Courtyard Boston Downtown,,730
731,Courtyard Boston Downtown Market,,731
732,Courtyard by Marriot Boston - The Bistro,,732
733,Courtyard By Marriott,  ,733
734,COURTYARD CAFE,,734
735,COURTYARD MARRIOTT COPLEY,,735
736,Courtyard Marriott Copley (RF),,736
737,Courtyard Marriott Logan,  ,737
738,Courtyard Marriott Logan Airport,  ,738
739,Craft Table & Bar,SANTARPIO CARLA,739
740,Craigie Burger,,740
741,Cram Seafood Co.,CRAM RONALD N,741
742,Crave Mad For Chicken,,742
743,Cravin' Shallot,,743
744,Crawford Drug,BERTUCCI JOHN E TRST,744
745,Crazy Dough Pizza,GILLETTE CAFETERIA EDWARD C. COLEMAN,745
746,Crazy Dough's Pizza,,746
747,Crescent Ridge Dairy,,747
748,CREST LIQUORS,PHILLIPS,748
749,Crispy Dough Pizzeria,  ,749
750,CROKE PARK,,750
751,Crudo,  ,751
752,Crush Pizza,BBS REAL ESTATE GROUP LLC,752
753,Crystal Restaurant,,753
754,Crystal/Gorage Lounge,  ,754
755,Cucina Aurora,,755
756,Cummins Highway Sunoco Inc.,,756
757,Cummins Mini Mart,,757
758,Cunard Tavern,,758
759,Cuong's Vegan Sandwiches,,759
760,Cupcake City,,760
761,CUPPACOFFEE,,761
762,Cure Lounge (basement at Wilbur Theatre),WILBUR THEATRE VENDORS IN C.,762
763,Currito Burrito,,763
764,CVS No.  1217,FIVE 85 KOSTIGEN LLC,764
765,CVS No.  2282,SEVEN03 GALLIVAN BL CONDO TR,765
766,CVS No.  260,ONE FIFTY ONE-153 CHARLES,766
767,CVS No. 1024,CVS  LIC. DEPT. ANABELA,767
768,CVS No. 1049,CVS #1049  LIC. DEPT  T.,768
769,CVS No. 11036,GRACE CHURCH OF ALL NATIONS,769
770,CVS No. 11082,GRAYBAR ELECTRIC CO INC,770
771,CVS No. 117,ROCHE BROS SUPERMARKETS INC,771
772,CVS No. 1259,CVS  LIC. DEPT. DIANNE DU,772
773,CVS No. 1264,CVS  LIC. DEPT. ANABELA SA,773
774,CVS No. 1265,CVS  LIC. DEPT. ANABELA SA,774
775,CVS No. 226,CVS  LIC. DEPT. ANABELA,775
776,CVS No. 471,DUDLEY STREET LLC,776
777,CVS No. 49,MASS TAXPAYERS FOUND INC,777
778,CVS No. 5874,CVS LIC.DEPT. ANABELA SA,778
779,CVS No. 720,CVS LIC. DEPT. DIANNE DUR AND,779
780,CVS PHARMACY No.  1252,ROBINSON,780
781,CVS PHARMACY No. 0055,CIRCLE VENTURES LLC,781
782,CVS Pharmacy No. 1031,DEFRANCO ALFRED TRSTS,782
783,CVS Pharmacy No. 11200,,783
784,CVS Pharmacy No. 1206,STRATFORD TITLE HOLDING CO,784
785,CVS PHARMACY No. 3307,CVS LIC.DEPT. DIANNE DURA ND,785
786,CVS Pharmacy No. 5464,,786
787,CVS/Pharmacy No.  619,LOMBARDO SALVATORE A TRST,787
788,CVS/Pharmacy No.  7530,SWAN JOSEPH E,788
789,CVS/Pharmacy No.  8972,,789
790,CVS/PHARMACY No. 0361,CVS  LIC. DEPT. ANABELA SA,790
791,CVS/PHARMACY No. 1009,,791
792,CVS/Pharmacy No. 10174,PAPA GINO'S/D'ANGELO,792
793,CVS/Pharmacy No. 10517,,793
794,CVS/PHARMACY No. 1258,CVS  LIC. DEPT. DIANNE DU RAND,794
795,CVS/Pharmacy No. 1889,FLANAGAN LEO A TS,795
796,CVS/Pharmacy No. 1900,CVS  LIC. DEPT. ANABELA SA,796
797,CVS/Pharmacy No. 2070,CVS  LIC. DEPT. ANABELA SA,797
798,CVS/Pharmacy No. 2256,,798
799,CVS/PHARMACY No. 2283,CVS  LIC. DEPT. DIANNE DU,799
800,CVS/PHARMACY No. 2592,CVS  LIC. DEPT. ANABELA,800
801,CVS/Pharmacy No. 524,CVS.LIC. DEPT./T.FLUETTE,801
802,CVS/PHARMACY No. 979,CVS LIC. DEPT./THERESE FLUETTE,802
803,CVSNo. 1199,CVS  LIC. DEPT. DIANNE DU,803
804,D & D Convenience Store,VAN C. HUA,804
805,D & D Restaurant,,805
806,D Coal Pot,  ,806
807,D Market,,807
808,D Street Pizza,ROBERT DUNKLE,808
809,Da Bomb Truck,,809
810,DACOOPA SUB & PIZZA,STEFANOPOULOS VASILIOS,810
811,Daddy's Bonetown Burgers,,811
812,Daily Catch,,812
813,Daily Table,,813
814,Damasco Mediterranean Cuisine,AMER OWEIS  PRES.,814
815,Dana Farber Cancer Institute Cafeteria,,815
816,D'ANGELO SANDWICH SHOP,ANTHONY MASTROPAOLO,816
817,Daniel Beauty Supply & Dollar Store,COMMERCE APARTMENTS LP,817
818,Darbar Indo-Pak Rest.,,818
819,Dare to Taste/Table by Jen Royle,,819
820,Darryl's Corner Bar and Kitchen,SETTLES,820
821,Dash Cafe,  ,821
822,Dates & Olives,,822
823,DAVIO'S,DIFILLIPO STEVE PRESIDENT,823
824,Day Square Mobil,,824
825,DAYIB CAFE,ABDULLAH FARAH ANSHUR,825
826,DBAR,FREEPORT ST. DONUTS  INC.,826
827,D'BENNY'S SUBS,TRAN,827
828,DD1/B14,,828
829,DD2,,829
830,DEDHAM LINE LIQUORS,HABTEMARIAN BRUCK,830
831,DEEP ELLUM/ Lone Star Taco Bar,THOMPSON JOHN J TS,831
832,Deja - Brew,WALSH CATHERINE J,832
833,Del Frisco's Double eagle Steak House,,833
834,Delfino Restaurant,STATHAS SPIRO F ETAL,834
835,DelFriscos Double Eagle Steak House,,835
836,DELI OF COURSE,GIANNARIS,836
837,Deli One,  ,837
838,Delicias Colombianas 2,  ,838
839,Delicias Del Caribe,BAPTISTA MARIA,839
840,Delicious Yogurt,HARL REALTY CO,840
841,Delight Corner,YEE JUNG T ETAL,841
842,Deloitte Bistro,GUCKENHEIMER ENT. INC. RICHARD YARSHEN,842
843,Del's Lemonade (Left Field Vending),JACK LYONS  MANAGER,843
844,Del's Lemonade (Vending 10),,844
845,DELTA SKY CLUB TERMINAL A SATELLITE,DELTA AIRLINES  ATTN: BAR BARA GOSLIN,845
846,Delta Sky Club Trmnl A Main,,846
847,DEM & TED INC.  PIZZA SHUTTLE,,847
848,Democracy Brewing,THE TEXTILE BUILDING TRUST,848
849,DENO'S SUBS & PIZZA,DEFINA GEORGE,849
850,Deparma,  ,850
851,Deuxave,  ,851
852,Devine Merci Restaurant,,852
853,DEVLIN'S RESTAURANT,OSULLIVAN PATRICK J TS,853
854,D'Guru,BOSTON DEVONSHIRE INVESTORS,854
855,Diallo's Halal Meat,BOUBACAR DIALLO MARIAMA D .BARRY DIALLO,855
856,Diaz Market,CAMBARA ENIA,856
857,DICK'S LAST RESORT,,857
858,Dig Inn,GILLETTE CAFETERIA EDWARD C. COLEMAN,858
859,DILLON'S,NINE 55 RESTAURANT CORP,859
860,DIMITRIOS HOUSE OF PIZZA,CAN GENGOGLU,860
861,Dine Boston,,861
862,DING HO FAST FOOD,TINH ON,862
863,Dining Hall @Emerson,,863
864,DINO'S CAFE,,864
865,Dirty Water Dough Company,CHATAL ASSOCIATES,865
866,Discovery Cafe,,866
867,District 7 Tavern,WALKER ARTHUR,867
868,Doby Works Inc.,MOTIVA ENTERPRISES LLC,868
869,Dog House,,869
870,DOGWOOD CAFE,FIRST PUB INC,870
871,Dolce,PALUMBO SUSAN ETAL,871
872,DOLCE VITA,GRACEFFA FRANCESCO,872
873,DOLCE VITA (1696 Comm. Ave.),  ,873
874,Dollar General Store No. 19113,FAMILY DOLLAR STORES OF M ASSACHUSETTS,874
875,Dollar General Store No. 19117,,875
876,Dollar Tree,CIFRINO PAUL J,876
877,Dollar Tree No.  4577,  ,877
878,Dollar Tree No.  5098,,878
879,Dollar Tree No.  5592,  ,879
880,Dollar Tree No. 07507,,880
881,Dollar Tree No. 07679,MIERS DIANE M,881
882,Dollar Tree No. 07716,,882
883,Dollar Tree No. 7814,,883
884,Dollar Tree Store No. 3456,TOBIN ROBERT G TS,884
885,Dolphin Bay,KHAN NASHAT,885
886,Domino's,,886
887,Domino's Pizza (695 Truman Pkwy),REALTY CORP 695,887
888,Dona Habana Restaurant,CROSSTOWN CENTER HOTELL LLC,888
889,DONNA'S RESTAURANT,MARQUARDO DONNA,889
890,Donut-N-Donuts Inc.,HELEN D'ALELIO  DA-LEL CORP.,890
891,Dorchester Brewing Company,,891
892,Dorgan's Pkg Store,,892
893,DORR'S LIQUOR MART,,893
894,Double Chin,ON TINH,894
895,Double Tree Club Hotel,BOSTON REDEVELOPMENT AUTH,895
896,Double Tree Club Hotel/Starbucks,,896
897,Double Tree Guest Suites,BOSTON H S R LPS,897
898,Doubletree Guest Suites,DOUBLE TREE GUEST SUITES,898
899,Doughboy Donuts & Deli,POWERS JAMES R TRST,899
900,DOUZO JAPANESE RESTAURANT,ONE-31 DARTMOUTH STREET LLC,900
901,Doves and Figs,,901
902,Down At The Rink,,902
903,Down Home Delivery & Catering,URBAN FOOD PROJECT INC,903
904,DOYLES CAFE,BURKE EDWARD J,904
905,Dozzi,GRADOZZI ROBERT,905
906,Dragon Bowl,NEWTON PLACE ASSOCIATES I,906
907,Dragon Chef East,HARL REALTY CO,907
908,Drink,CFS SEAPORT LLC,908
909,DRY DOCK CAFE,GEORGE SPIROPOULOS,909
910,D's Keys Dueling Pianos,,910
911,DUBLIN HOUSE,BRODIGAN MICHAEL,911
912,Ducali Pizzeria & Bar,FRATTAROLI FILIPPO,912
913,Dudley Cafe,,913
914,Dudley Food Market,TINGOS COSTAS,914
915,Dudley Sq. Grill,  ,915
916,Dug Out Cafe Inc,CROWLEY,916
917,Dugout Inseat,JACK LYONS  MANAGER,917
918,Dumpling Cafe Inc.,,918
919,Dumpling Gourmet,YI RAMON ETAL,919
920,Dumpling King,  ,920
921,Dumpling Kingdom,,921
922,Dumpling Palace,EMPIRE CONDOMINIUM TRUST,922
923,Dunkin,ONE HUNDRED CAMBRIDGE STREET,923
924,DUNKIN',JOSE S. COUTO,924
925,DUNKIN (STATION DONUTS),,925
926,Dunkin (store 1916),BETTANO TERRI,926
927,DUNKIN DONUT,,927
928,Dunkin Donuts,WATERMARK DONUT CO.,928
929,DUNKIN DONUTS',GILLETTE CAFETERIA EDWARD C. COLEMAN,929
930,Dunkin Donuts (1447 Tremont St.),  ,930
931,Dunkin Donuts (209 North Harvard St.),,931
932,Dunkin Donuts (219 Cambridge),AMERADA HESS CORPORATION,932
933,Dunkin Donuts (48 W Broadway),,933
934,Dunkin Donuts (895 Morton St.),SANDERS JACOB M,934
935,DUNKIN DONUTS (ALLSTON),JAMMAL ELIE TRSTS,935
936,DUNKIN DONUTS (BAY ROAD),,936
937,Dunkin Donuts (Canal St.),CAUSCAN LIMITED PARTNERSHIP,937
938,DUNKIN DONUTS (CARNEY),,938
939,Dunkin Donuts (Causeway St.),ALHADDAD ADEL TS,939
940,DUNKIN DONUTS (CITY PLACE),,940
941,Dunkin Donuts (Front Foodcourt),,941
942,Dunkin Donuts (V.F.W. Pkwy.),DIANE CAVALLO,942
943,DUNKIN DONUTS (WEST ROXBURY),DLT FAMILY LPS,943
944,DUNKIN DONUTS (WTC),WATERMARK DONUT COMPANY ,944
945,DUNKIN DONUTS @ HAYDEN HALL,THE WALDWIN GROUP,945
946,Dunkin Donuts @ MBTA Station,MASSACHUSETTS BAY,946
947,Dunkin Donuts @ Stop & Shop,SOUTH BAY DONUTS LLC,947
948,Dunkin Donuts at Old Colony,JOHN GILLESPIE,948
949,DUNKIN DONUTS BLUE HILL AVE,TURNBULL,949
950,Dunkin' Donuts Express,MASSACHUSETTS BAY,950
951,Dunkin Donuts Kiosk,AU BON PAIN  CO.  INC.,951
952,DUNKIN' DONUTS No. 0311,WATERMARK DONUT CO.,952
953,Dunkin Donuts North Station,,953
954,Dunkin Donuts(757 Centre St.),ANDRADE CARLOS P,954
955,DUNKIN DONUTS(ARRIVAL),DELTA AIRLINES  ATTN: BAR BARA GOSLIN,955
956,Dunkin' Donuts(C.A. Donuts),HANDY JOSEPH C TRSTS,956
957,DUNKIN DONUTS(DEPARTURE),DELTA AIRLINES  ATTN: BAR BARA GOSLIN,957
958,DUNKIN DONUTS(FRANKLIN),BP/CRF 265 FRANKLIN ST LLC,958
959,DUNKIN' DONUTS(RMG DONUTS LLC),LIMA REALTY II LLC,959
960,DUNKIN DONUTS(SATELLITE),DELTA AIRLINES  ATTN: BAR BARA GOSLIN,960
961,DUNKIN DONUTS(WOLCOTT SQ. LLC),JTJ DEVELOPMENT LLC,961
962,Dunkin Donuts/1138 Washington St.,GILLESPIE JOHN,962
963,DUNKIN DONUTS/BEE FINE FOODS,HADDAD ASSAF,963
964,DUNKIN DONUTS/FIRST DONUTS INC,,964
965,DUNKIN DONUTS/GALLERIA,WATERMARK DONUT COMPANY,965
966,DUNKIN DONUTS/GALLIVAN,,966
967,DUNKIN DONUTS/HYDE PK AVE,ALEPEDE,967
968,DUNKIN DONUTS/PLAZA ENT,HADDAD ASAF,968
969,DUNKIN DONUTS/SCNVANOS,,969
970,DUNKIN DONUTS/WALDWIN GROUP,NORTHWEST AIRLINES/TAX DE PT. A4450,970
971,DUNKIN' DONUTS/WATERMARK,MSP ONE SUMMER STREET LLP,971
972,DUNKIN' DONUTS-WATERMARK,CONNIFF JAMES D,972
973,DUNKIN/DONUT/WATERMARK,,973
974,DUNKIN'DONUTS/WATERMARK,CAPITAL CROSSING BANK,974
975,Durgin Park,,975
976,Durty Nellie's,BOURQUE LUCILLE R,976
977,Duty Free,,977
978,E Shan Tang Herbs Inc.,GORDON JOSEPH D TRST,978
979,Eagle Cafe 7th Fl,THE LANDMARK CONDO ASSN,979
980,Eagle Hill Convenience Store,  ,980
981,Eagles Deli,,981
982,Earl's Kitchen and Bar,GILLETTE CAFETERIA EDWARD C. COLEMAN,982
983,East Boston Pop Warner,,983
984,East Boston Variety,GINA MCNULTY & CHRISTINE MCMAHON,984
985,East Roof Production Kitchen,  ,985
986,EASTERN STANDARD,,986
987,Eat Well Meal Kits,,987
988,Eataly 1St. Floor,GILLETTE CAFETERIA EDWARD C. COLEMAN,988
989,Eaton Vance Harbor Cafe (13th fl.),,989
990,Eben-Ezer Market,DRISCOLL LAWRENCE P TRST,990
991,EDDIE C'S,CONTILLI,991
992,Eddie V's No. 8523,,992
993,Edible Arrangements,HOLLYWOOD VIDEO/DELOITTE TAX LLP,993
994,Edu and Dens Bakery,,994
995,Edward Kennedy Museum Cafe,,995
996,Effie's Kitchen,,996
997,EgaliTea Organic Cafe,FRANKLYN G BILL TRSTS,997
998,EGLESTON PIZZA,STELCON CORP,998
999,EGLESTON SQ. SERVICES INC.,AVELLINO SILVEO         ETAL,999
1000,El Barrio Mexican Grill,,1000
1001,El Caribeno Restaurant,,1001
1002,El Centro,RABI ISLAM,1002
1003,EL CHALAN,PUMA WILLIAM,1003
1004,EL EMBAJADOR RESTAURANT,CRAVEN WALTER I ETAL,1004
1005,El Fongon Restaurant,JUNIOR A. PEREZ,1005
1006,EL KIOSCO,JENNY MELGUIZO EL KIOSCO,1006
1007,EL MONDONGUITO,,1007
1008,El Oriental De Cuba,KARIOTIS JOHN,1008
1009,El Paisa Restaurant No. 2,,1009
1010,El Palmar Restaurant,GONZALEZ JOSE,1010
1011,El Paso Enchiladas,  ,1011
1012,El Patio Market,,1012
1013,El Pelon,GREALISH MARTIN J TRST,1013
1014,EL PENOL RESTAURANT,,1014
1015,El Pilon,CLAUDETTE BARRETT & WINN,1015
1016,El Primo Market,CECILO MEDINA & WILLIAM,1016
1017,El Recreo Coffee & Roastene,  ,1017
1018,El Regreso Market,  ,1018
1019,El Rinconcito,,1019
1020,El Triunfo Restaurant / Ali Baba,CHEN DONALD T,1020
1021,ELEMENT SEAPORT HOTEL BOSTON,INTERCONTINENTAL FUND IV,1021
1022,ELEMENTS CAFE & CONFERENCE,FITCORP HEALTHCARE CENTE RS INC.,1022
1023,Elenas Cafe,NEW ENGLAND COLLEGE,1023
1024,Elephant & Castle Pub and Restaurant,,1024
1025,ELLA'S GAS,CITY OF BOSTON,1025
1026,Ell-Bern Service Corp.,,1026
1027,Emack & Bolio,,1027
1028,Emack & Bolio's,ANDERSON LINDSEY,1028
1029,Embassy Suites @Logan Airport,BPG/CGV HOTEL PARTNERS IX LLC,1029
1030,Embassy Suites @Logan Airport.,BPG/CGV HOTEL PARTNERS IX LLC,1030
1031,EMC CLUB,JACK LYONS  MANAGER,1031
1032,EMC Inseat,,1032
1033,EMERSON MAJESTIC THEATRE,,1033
1034,Emirates Lounge,,1034
1035,Emmanuel College,  ,1035
1036,Emmanuel College (Muddy River Cafe),  ,1036
1037,Emmanuel Convenience Market,,1037
1038,EMMETS IRISH PUB,MILLER NATHAN R TS,1038
1039,Empire Restaurant,,1039
1040,Energize,,1040
1041,EOM Newsstand,  ,1041
1042,Equal Exchange,CAUSEWAY PRIMARY CONDO TRST,1042
1043,EQUATOR RESTAURANT,HOOPER FRANK III,1043
1044,ERIC LINDEMAN,NORTH SUFFOLK MENTAL HLTH ASSOC./DMH,1044
1045,Erie Pub,STENSON JOHN P TS,1045
1046,Ernestos Pizza,GIORGIO LILLIAN,1046
1047,Esperia Grill & Rotisserie,ATHANASIADIS EFTHYMIOS,1047
1048,Espresso Love Cafe,TERRA FIRMA-33 BROAD LLC,1048
1049,Espresso Yourself,  ,1049
1050,Estragon,CITY OF BOSTON,1050
1051,ETHEL & ANDY'S SUB SHOP,REKOWSKI,1051
1052,Ethiopian Market,,1052
1053,Eurest Dining Services@Mass Biologic Cafe,  ,1053
1054,Evelyn's Market,MEJIA RAFAEL,1054
1055,Eventide Fenway,,1055
1056,Evergreen Eatery,,1056
1057,Evy Tea,  ,1057
1058,Explorateur,,1058
1059,Express Gas Morrissey Blvd,,1059
1060,Express Stop Market,PEGUERO ALISON,1060
1061,Expressway Motors Inc./Camry  Cafe,,1061
1062,EZ Telecom,NIGRO IDA,1062
1063,F & T Davey's Supermarket,,1063
1064,Fairmont Copley Plaza,,1064
1065,Fairouz Restaurant,GANAME JOSEPH G,1065
1066,FAJITAS & RITAS INC.,CHENG HUNG TS,1066
1067,Falafel King,  ,1067
1068,Falafel King I I I,,1068
1069,Familia Grocery,THOMAS DINO ETAL,1069
1070,Family Affair Restaurant,,1070
1071,Family Brothers Market,ALFARO RONY D,1071
1072,Family Dollar No.  5180,  ,1072
1073,Family Dollar No. 31662,  ,1073
1074,Family Dollar Store No.  7248,,1074
1075,Family Dollar Stores of MA No.  2684,FAMILY DOLLAR STORES  INC. 2684,1075
1076,Family Dollar Stores of MA No.  8063,SITT EDDIE TRSTS,1076
1077,Family Dollar Stores of Ma No.  8505,ROBERT J. CRISMAN  PRES.,1077
1078,Fan Fan Restaurant,,1078
1079,FARAH'S CAFE RESTAURANT,,1079
1080,Fare Well,  ,1080
1081,Farm Girl,,1081
1082,Fasika Cafe,,1082
1083,Fastachi Ltd.,  ,1083
1084,Fat Baby Sushi,,1084
1085,Fat Chowda,,1085
1086,Father and Son,DAVOS ANGELOS G TS,1086
1087,Felcaro Pizzeria,TWO76-280 CAMBRIDGE ST LLC,1087
1088,Feng Shui Restaurant,  ,1088
1089,Fenmore American Bistro,  ,1089
1090,Fenway Cafe,SLESAR BROS. BREWING CO. ,1090
1091,Fenway Johnnie's,,1091
1092,Fenway Market,TUTUNJIAN NANCY,1092
1093,Fenway Stadium 13,,1093
1094,FERNANDEZ BROTHER GORCERY,  ,1094
1095,Fernandez Liquors II,JOSE J. FERNANDEZ,1095
1096,Fernandez Liquors No. 6,XUANHANG TRAN  PRES.,1096
1097,Fidelity 245 Cafe,BDC SUMMER ST 121A LP,1097
1098,Fidelity Beanery,BDC SUMMER ST 121A LP,1098
1099,Fields Corner Store,NGUYEN KIM,1099
1100,FIGARO'S BOSTON DELICATESSEN,ONE 05 BEACH STREET INC,1100
1101,FIG'S,,1101
1102,FILIPPO'S,,1102
1103,FILL A BUSTER,BOSTON VIEW CORP,1103
1104,FINAGLE-A-BAGEL,HERITAGE COMMONWEALTH CORP,1104
1105,Finesse Pastries,,1105
1106,Finn McCool's Bistro & Bar,,1106
1107,FIN'S SUSHI & GRILL,,1107
1108,Fins Sushi & Grill  Inc.,ROGARIS CHRISTOS J TS,1108
1109,Fins Sushi & Grill 2,BELVOIR CONDO TRUST,1109
1110,Fiorella's Express,SIDIROPOULOS SOCRATIS ETAL,1110
1111,Fiouna's,,1111
1112,Fireside Tavern,FOLEY  MANAGER,1112
1113,First Baptist Church in Jamaica Plain,,1113
1114,First Choice Mkt.,ROBINSON LAWRENCE J SR,1114
1115,Fish Market,MARIAM AHMAD,1115
1116,FISHER COLLEGE,FISHER SCHOOL,1116
1117,Fisher College Cafe,FISHER SCHOOL,1117
1118,Fisherman's Net,,1118
1119,Five Guys,TALE CONSTANTINE G,1119
1120,Five Horses Tavern,ROBERT GUERRIERO  PRESIDN,1120
1121,Five Spices House,  ,1121
1122,Flame Cafe,,1122
1123,FLAMES RESTAURANT,CHAMBERS  LINVAL,1123
1124,FLAMES RESTAURANT III  INC.,CHAMBERS  LINVAL,1124
1125,Flaming Grill & Buffet,,1125
1126,FLANN O'BRIENS,,1126
