LiquorEstKey,EstablishmentKey,COMMENTS,CLOSING,PATRONSOUT,CAPACITY
627,7696,1) IN SEAT SERVICE OF ALL ALCOHOL ALLOWED DURING CELTICS GAMES IN CELTICS COURTSIDE CLUB SEATS ONLY. LICENSING BOARD GRANTED PERMISSION TO PROVIDE BOTTLE SERVICE ON THE PREMISES.,1:00 AM,1:30 AM,19058
628,7697,NONE,1:00 AM,1:30 AM,426
629,7698,NONE,11:30 PM,MIDNIGHT,98
630,7699,1) No Bar. 2) Alcoholic beverages served only in conjunction with meals.,11:00 PM,11:30 PM,48
631,7700,PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) TO BE STAFFED AT ALL TIMES.,2:00 AM,2:30 AM,143
632,7701,1.Alcohol served with food only. 2. Alcohol with food only on patio. 3. 10:00 P.M. closing hour on patio.,1:00 AM,1:30 AM,96
633,7702,,2:00 AM,2:30 AM,40
634,7703,NONE,1:00 AM,1:30 AM,73
635,7704,NONE,2:00 AM,2:30 AM,296
636,7705,NEIGHBORHOOD RESTRICTED/NON-REFUNDABLE LICENSE.,2:00 a.m.,2:30 a.m.,0
637,7706,6:00 A.M. to 8:00 A.M. (Monday thru Saturday for the service of food Only). 8:00 A.M. to 1:00 A.M. (full service). Patio to close at 11:00 P.M.,1:00 AM,1:30 AM,85
638,7707,NONE,1:00 AM,1:30 AM,38
639,7708,1) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,1:00 AM,1:30 AM,49
640,7709,NONE,1:00 AM,1:30 AM,0
641,7710,1.) MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) NO BAR.,MIDNIGHT,12:30 AM,90
642,7711,OPERATING HOURS OF OUTDOOR SEASONAL PATIO ARE 11:00 AM - 11:00 PM.,1:00 AM,1:30 AM,50
643,7712,Patio closing hour: 10:00 P.M.,2:00 AM,2:30 AM,175
644,7713,,11:00 PM,11:30 PM,68
645,7714,N/A,11:00 p.m.,11:30 p.m.,20
646,7715,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS FROM: 11AM TO NOON.,2:00 AM,2:30 AM,240
647,7716,OUTDOOR SEASONAL PATIO HOURS OF OPERATION 11:00 A.M. - 11:00 P.M.,11:00 PM,11:30 PM,70
648,7717,NONE,11:00 PM,11:30 PM,77
649,7718,clbal0047 No Transfer of ownership  Ch 1161  Acts of l973  License originally issued 1975,2:00 AM,2:30 AM,216
650,7719,NONE,10:30 PM,NULL,0
651,7720,NONE,2:00 AM,2:30 AM,240
652,7721,,2:00 AM,2:30 AM,96
653,7722,,2:00 AM,2:30 AM,218
654,7723,NONE,MIDNIGHT,12:30 AM,94
655,7724,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) NO BAR,MIDNIGHT,12:30 AM,19
656,7725,1.) NO BAR  2.) ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH FOOD ONLY.,11:00 PM,11:30 PM,44
657,7726,Go to document #00010L on reverse side,2:00 AM,2:30 AM,268
658,7727,NONE,2:00 AM,2:30 AM,200
659,7728,1) WINES  MALTAND LIQUEUR BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2) NO BAR. 3) CLOSING HOUR ONFRIDAY-SUNDAY IS MIDNIGHT ANDMONDAY-THURSDAY IS 11:00 P.M.,11:00 PM,11:30 PM,18
660,7729,(1) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS AT BAR AND TABLES. (2) NO MORE THAN 8 SEATS AT THE BAR. (3) CLOSING HOUR THURSDAYS  FRIDAYS  SATURDAYS IS12:30 A.M. WITH ALL PATRONS OFF PREMISES BY 1:00 A.M. ANDACCORDIAN WINDOWS TO BE CLOSED BY MIDNIGHT.,12:00 AM,12:30 AM,98
661,7730,MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,2:00 AM,2:30 AM,49
662,7731,NONE,MIDNIGHT,12:30 AM,18
663,7732,9:00 P.M. CLOSING ON PATIO.,2:00 AM,2:30 AM,240
664,7733,A.) NO BAR  B.) ALCOHOL WITH FOOD ONLY.  CAPACITY: 65 SEATING  11 STANDING.,11:00 PM,11:30 PM,76
665,7734,NONE,2:00 AM,2:30 AM,120
666,7735,PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS 2.) MUST BE STAFFED AT ALL TIMES,1:00 AM,1:30 AM,236
667,7736,PATIO CONDITIONS:  1.) 50 SEATS  2.) 11:00 P.M. CLOSING HOUR  3.) ALCOHOL SERVICE ONLY IN CONJUNCTION WITH FOOD  4.) MUST BE STAFFED AT ALL TIMES.,2:00 AM,2:30 AM,73
668,7737,NONE,1:00 AM,1:30 AM,218
669,7738,,2:00 AM,2:30 AM,150
670,7739,Bar-19 Pers  tables  chairs-93 pers  standing-5 pers.,2:00 AM,2:30 AM,117
671,7740,A.) 11:00 P.M. CLOSING,11:00 PM,11:30 PM,32
672,7741,Open - 11:00 A.M. on Sundays.,1:00 AM,1:30 AM,10630
673,7742,,1:00 AM,1:30 AM,3957
674,7743,1.) NO NEW PATRONS ADMITTED AFTER 1:30 A.M.,2:00 AM,2:30 AM,299
675,7744,Food service only until 3:00 A.M. all patrons out by 3:30 A.M.,2:00 AM,2:30 AM,645
676,7745,A.) NO BAR  B.) ALCOHOL WITH FOOD ONLY,MIDNIGHT,12:30 AM,75
677,7746,1. MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2. NO BAR.,1:00 AM,1:30 AM,45
678,7747,1. MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.1 POOL TABLE.,1:00 AM,1:30 AM,87
679,7748,NONE,11:00 PM,11:30 PM,58
680,7749,NONE,2:00 AM,2:30 AM,206
681,7750,(Special Legislation),2:00 AM,2:30 AM,263
682,7751,NONE,10:00 PM,10:30 PM,48
683,7752,NONE,1:00 AM,1:30 AM,48
684,7753,NONE,11:00,11:30 PM,40
685,7754,1.)Alcoholic Beverages to be served only in conjunction with meals.,10:00 p.m.,10:30 p.m.,26
686,7755,NONE,2:00 A.M.,2:30 AM,280
687,7756,1.) MALT WINE AND LIQUEUR BEVERAGES TO BE SERVED IN CONJUNCTION WITH MEALS ONLY. 2.) NO BAR,MIDNIGHT,12:30 AM,19
688,7757,CLOSING HOUR: SUNDAY - WEDNESDAY: MIDNIGHT CLOSING  THURSDAY/FRIDAY/SATURDAY: 1:00 A.M. CLOSING PATIO TO CLOSE AT 11:00 P.M.,12:00 AM,12:30 AM,56
689,7758,,12:00 AM,12:30 AM,30
690,7759,1. Alcohol to be served with food on patio. 2. Patio Staffed during hours of operation between the hours 5:00 P.M.- Midnight.,1:00 AM,1:30 AM,159
691,7760,Outdoor Patio opening hours are 12:00 P.M. to 10:00 P.M.,1:00 AM,1:30 AM,2400
692,7761,NONE,2:00 AM,2:30 AM,372
693,7762,1.) MALT AND WINE WITH LIQUEURS TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) 4:00 A.M. CLOSING HOUR FOR FOOD ONLY,1:00 AM,1:30 AM,72
694,7763,1. 2:00 A.M. CLOSING for the service of Malt and Wine. 2.  4:00 A.M. CLOSING for the service of FOOD ONLY.,2:00 AM,2:30 AM,110
695,7764,NO DRINKS TO BE CONSUMED IN LOBBY AREA.  CAPACITY BREAKDOWN: 1ST FLOOR - 207  MEZZANINE - 124,2:00 AM,2:30 AM,331
696,7765,1.) NO BAR 2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH FOOD.,1:00 AM,1:30 AM,40
697,7766,ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,1:00 AM,1:30 AM,232
698,7767,1) IN RESTAURANT  PATIO  ALCOHOL SERVICE ONLY IN CONJUNCTION WITH FOOD ORDERED FROM THE MENU. 2)CLOSING HOUR OF INTERIOR IS MIDNIGHT; CLOSING HOUR OF PATIO IS10:00 P.M. 3)ALL TRASH AND REFUSE TO BE STORED INSIDE AND REMOVED ONLY AT THE TIME OF COLLECTION WHICH SHALL BE BETWEEN THE HOURS OF 7:00 A.M.- 9:00 P.M. NO TRASH OR REFUSE TO BE STORED IN THE ALLEY  NOR ON SIDEWALK OR EXTERIOR OF THE RESTAURANT. 4) NO LIVE ENTERTAINMENT. HOTEL CONDITIONS:ALCOHOLTO BE SERVED ONLY AS ROOM SERVICEOR IN THE HOTEL RECEPTION AREA TO REGISTERED HOTEL GUESTS.,2:00 AM,NULL,0
699,7768,1) NO BAR. 2) ALCOHOL TO BE SERVED IN CONJUNCTION WITH FOOD ONLY. 3) SEASONAL OUTDOOR PATIO HASOPERATINGHOURS OF 11:00A.M.-10:00P.M.,11:00 PM,11:30 PM,38
700,7769,,2:00 AM,2:30 AM,99
701,7770,A.) ALCOHOL WITH FOOD ONLY  B.) NO BAR,11:00 PM,11:30 PM,11
702,7771,Malt  wine andliqueurs to be served only in conjunction with meals.,11:00 PM,11:30 PM,54
703,7772,NONE,1:00 AM,1:30 AM,150
704,7773,NONE,MIDNIGHT,12:30 AM,24
705,7774,PATIO CONDITIONS: (1) Alcoholic beveragesto be servedonly in conjunction with food. (2) Agreement with Bay Village N.A. is hereby incorporatedby reference. (3) Patio to close at midnight. Bottle service approved (4/25/12).,2:00 AM,NULL,0
706,7775,NONE,1:00 AM,1:30 AM,295
707,7776,NONE,1:00 AM,1:30 AM,120
708,7777,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS FROM: 11AM TO NOON. A.) AGREEMENT WITH NEIGHBORHOOD GROUP INCORPORATED BY REFERENCE.,2:00 AM,2:30 AM,159
709,7778,,11:00 PM,11:30 PM,347
710,7779,1. MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2. NO BAR. 3. OPEN AT 9:00 A.M.ON SUNDAYS FOR THE SERVICE OF FOODS ONLY.,MIDNIGHT,12:30 AM,58
711,7780,NONE,11:00 PM,11:30 PM,22
712,7781,1.) SUNDAY - THURSDAY 11:00 P.M. CLOSING HOUR -  FRIDAY AND SATURDAY MIDNIGHT CLOSING HOUR  2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  3.) NO BAR,11:00 PM,11:30 PM,40
713,7782,,1:00 AM,1:30 AM,82
714,7783,NONE,1:00 AM,1:30 AM,286
715,7784,,2:00 AM,2:30 AM,254
716,7785,PATIO OPERATING HOURS: 8:00 a.m. - 12:00 a.m.,2:00 AM,2:30 AM,207
717,7786,NONE,2:00 AM,2:30 AM,0
718,7787,Restricted license per chapter 383 of the acts of 2006.,2:00 AM,2:30 AM,0
719,7788,Alcohol to be served with food only. ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,1:00 AM,1:30 AM,232
720,7789,PATIO CONDITIONS: 1.) AT ALL TIMES WHEN ALCOHOL IS SERVED A FULL BREAKFAST  LUNCH AND/OR DINNER MENU AND WAIT PERSON SERVICE SHALL BE OFFERED AT ALL AREAS OF THE RESTAURANT WHERE ALCOHOL IS SERVED.  2.) AGREEMENT DATED 5/8/06 BETWEEN LICENSEE AND BAY VILLAGE NEIGHBORHOOD ASSOCIATION INCORPORATED BY REFERENCE.,2:00 AM,2:30 AM,291
721,7790,HOURS OF OPERATION: SUNDAY - WEDNESDAY : 11:00 A.M. - 11:00 P.M.  THURSDAY - SATURDAY : 11:00 A.M. - MIDNIGHT,11:00 PM,11:30 PM,49
722,7791,,1:00 AM,1:30 AM,96
723,7792,1. 2:00 A.M. CLOSING for the service of Malt and Wine. 2. 4:00 A.M. CLOSING for the service of FOOD ONLY.,2:00 AM,2:30 AM,127
724,7793,NONE,1:00 AM,1:30 AM,80
725,7794,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) NO BAR,1:00 AM,1:30 AM,90
726,7795,,2:00 AM,2:30 AM,496
727,7796,The Board granted permission to open on Sundays for brunch with the service of food and alcohol beginning at 10:00 AM.,1:00 AM,1:30 AM,354
728,7797,PATIO CONDITIONS: 1.) ALCOHOL TO BE SERVED ONLY IN CONJUNCTION WITH FOOD.  2.) TO BE STAFFED AT ALL TIMES.,2:00 AM,2:30 AM,999
729,7798,PATIO CONDITIONS:  A.) ALCOHOL TO BE SERVED ONLY IN CONJUNCTION WITH FOOD.  B.) PATIO TO BE STAFFED AT ALL TIMES.  11:00 A.M. OPENING ON SUNDAYS FOR THE SERVICE OF ALCOHOLIC BEVERAGES WITH BRUNCH.,2:00 AM,2:30 AM,960
730,7799,1. MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2. NO BAR. THE BOARD GRANTED AND ACKNOWLEDGED 10:00 OPENINGS ON SATURDAY AND SUNDAY FOR BRUNCH.,11:00 PM,11:30 PM,42
731,7800,CLOSING HOUR: 11:00 PM Sunday - Thursday; 11:30 PM Friday & Saturday. All deliveries made from Monument Ave. thru back door. Trash store inside in covered containers overnight.,11:00 PM,11:30 PM,59
732,7801,,11:00 PM,11:30 PM,60
733,7802,Keys necessary to open minibars in rooms.,2:00 AM,NULL,0
734,7803,,2:00 AM,2:30 AM,203
735,7804,"Remove restriction #2 from license -#2 ""No further Physical additions""",2:00 AM,2:30 AM,200
736,7805,PATIO CONDITIONS: 1.)  11:00 P.M. CLOSING HOUR  2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  3.) TO BE STAFFED AT ALL TIMES.,2:00 AM,2:30 AM,455
737,7806,1.) NO BAR 2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. CLOSING HOUR: 10:00 PM SUNDAY - WEDNESDAY 10:30 PM THURSDAY - SATURDAY PATIO CONDITION: A.) ALCOHOL TO BE SERVED ONLY WITH FOOD.,10:30 PM,11:00 PM,19
738,7807,NONE,12:30 AM,1:00 AM,358
739,7808,NONE,2:00 AM,2:30 AM,0
740,7809,AS AGREED TO BY LICENSEE: 1.) THE 3RD FLOOR OF THE PREMISES WILL NOT BE UTILIZED FOR LARGE FUNCTIONS  INCLUDING BUT NOT LIMITED TO BACHELOR PARTIES  NOR WILL THE AVAILABILITY OF THE 3RD FLOOR BE MARKETED OR PROMOTED FOR SUCH PURPOSES. 2.) OZNEMOC  INC. SHALL FOREVER FORSAKE ANY REQUEST TO INCREASE CAPACITY FROM 394. THE BOARD GRANTED THE PETITION TO PROVIDE BOTTLE SERVICE ON THE PREMISES.,2:00 AM,2:30 AM,394
741,7810,PATIO CONDITIONS:  1.) CLOSING HOUR 10:00 PM SUNDAY - THURSDAY  11:00 P.M. FRIDAY AND SATURDAY  2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS   3.) TO BE STAFFED AT ALL TIMES. ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,1:00 AM,1:30 AM,245
742,7811,ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH SUNDAYS 10:00 A.M.,2:00 AM,2:30 AM,200
743,7812,1.) MALT AND WINE AND LIQUEURS SERVED IN CONJUNCTION WITH FOOD.  2.) NO BAR. 3.) ALL GARBAGE AND TRASH TO BE STORED IN LOCKED  RODENT PROOF CONTAINERS AND PUT OUT NO MORE THAN 30 MINUTES BEFORE COLLECTION.  4.) DELIVERY VEHICLES MAY NOT PARK OR STOP IN ALLEY.,11:00 PM,11:30 PM,76
744,7813,11:00 A.M. ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH. BOTTLE SERVICE APPROVED BY BLB.,2:00 AM,NULL,0
745,7814,LICENSING BOARD GRANTED PERMISSION TO PROVIDE BOTTLE SERVICE ON THE PREMISES.,2:00 AM,2:30 AM,481
746,7815,Food to be sold until at least 11:00 P.M. LICENSING BOARD GRANTED PERMISSION TO PROVIDE BOTTLE SERVICE ON THE PREMISES.,2:00 AM,2:30 AM,420
747,7816,NONE,MIDNIGHT,12:30 AM,68
748,7817,,2:00 AM,2:30 AM,382
749,7818,NONE,2:00 AM,2:30 AM,51
750,7819,THE LICENSING BOARD HAS APPROVED PERMISSION TO PROVIDE BOTTLE SERVICE ON THE PREMISES.,2:00 AM,2:30 AM,267
751,7820,1. No bar 2. Malt and Wine to be served only in conjunction with meals. 3. No exterior signs advertising malt and wine,1:00 AM,1:30 AM,43
752,7821,(1) ALCOHOL WITH FOOD ONLY. (2) NO BAR. (3) ALCOHOL MAY BE SERVED ON SUNDAYS IN CONJUNCTION WITHBRUNCH AT10:00 A.M.,11:00 PM,11:30 PM,85
753,7822,1) ALCOHOL SERVICE WITH FOOD ONLY;2) OUTDOOR PATIO TO CLOSE AT 10:00 P.M.;3) 10:00 A.M. OPENING ON SUNDAYS FOR ALCOHOL SERVICE WITH BRUNCH; AND 4) PATIO CONDITION: ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,1:00 AM,1:30 AM,198
754,7823,NONE,2:00 AM,2:30 AM,210
755,7824,,1:00 AM,1:30 AM,157
756,7825,NONE,11:30 PM,MIDNIGHT,59
757,7826,NONE,10:30 PM,11:00 PM,86
758,7827,THE BOARD GRANTED PERMISSION TO SERVE ALCOHOL AT 10:00 AMWITH SUNDAY BRUNCH.,2:00 AM,2:30 AM,180
759,7828,,1:00 AM,1:30 AM,97
760,7829,WINE MALTAND LIQUEUR BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,11:00 PM,11:30 PM,49
761,7830,3:00 A.M. Closing Hour for Foods Only.,2:00 AM,2:30 AM,96
762,7831,NONE,1:00 AM,1:30 AM,67
763,7832,1)BAR SEATS LIMITED.,1:00 AM,1:30 AM,62
764,7833,1. No bar on premises. 2. No service of beer and wine after 11:00 P.M. 3. Service of wine and malt products to be at tables only in conjuction with the service of food.,1:00 AM,1:30 AM,19
765,7834,11:00 OPENING FOR ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS.,2:00 AM,2:30 AM,419
766,7835,MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,11:00 PM,11:30 PM,87
767,7836,MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,12:30 AM,1:00 AM,60
768,7837,MALT AND WINE TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,MIDNIGHT,12:30 AM,50
769,7838,NONE,11:00 p.m.,11:30 p.m.,99
770,7839,1) NO BAR. 2) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,11:00 PM,11:30 PM,120
771,7840,,2:00 AM,2:30 AM,647
772,7841,NONE,2:00 AM,2:30 AM,237
773,7842,"To include: ""on the second floor"" ""The Head House""  ""The Boulevard"" and the ""Harborview Ballroom Deck.""",2:00 AM,2:30 AM,13163
774,7843,1.) MALT AND WINE WITH LIQUEURS TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) NO BAR.,MIDNIGHT,12:30 AM,36
775,7844,NONE,MIDNIGHT,12:30 AM,16
776,7845,,1:00 AM,1:30 AM,195
777,7846,INDOOR CONDITIONS: 1) MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS;AND 2) NO BAR. PATIO CONDITIONS: 1) ALCOHOL ONLY IN CONJUNCTION WITH MEALS; 2) TO BE STAFFED AT ALL TIMES; AND 3) 11:00 P.M. CLOSING HOUR.,MIDNIGHT,12:30 AM,82
778,7847,NONE,2:00 AM,2:30 AM,95
779,7848,,1:00 AM,1:30 AM,453
780,7849,,1:00 AM,1:30 AM,49
781,7850,PATIO CONDITIONS: A.) 10:30 LAST CALL  - ALL PATRONS OFF PATIO BY 11:00 P.M.  B.) MEMBERS AND GUESTS,2:00 AM,2:30 AM,120
782,7851,1. No Bar 2. Malt and Wine with Liqueurs to be served only in conjunction with meals.,MIDNIGHT,12:30 AM,24
783,7852,NONE,1:00 AM,1:30 AM,228
784,7853,1.) ALCOHOL TO BE SERVED IN CONJUNCTION WITH FOOD ONLY. 2.) PATIO TO BE STAFFED AT ALL TIMES. 3.) 10:P.M. PATIO CLOSING HOUR 4.) 24 SEATS ON THE PATIO. 5.) NO STANDEES EXCEPT FOR CUSTOMERS WAITING FOR A TABLE.,MIDNIGHT,12:30 PM,77
785,7854,WINES  MALT AND LIQUEURS TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,11:00 PM,11:30 PM,35
786,7855,,2:00 AM,2:30 AM,98
787,7856,1.) NO BAR 2.) ALCOHOL WITH FOOD ONLY,NULL,12:30 AM,60
788,7857,,1:00 AM,1:30 AM,35
789,7858,NONE,12:00 AM,12:30 AM,48
790,7859,NONE,2:00 AM,2:30 AM,0
791,7860,NONE,1:00 AM,NULL,0
792,7861,A.) NO BAR B.) ALCOHOL SERVICE WITH FOOD ONLY C.) PATIO TO BE STAFFED AT ALL TIMES,MIDNIGHT,12:30 AM,92
793,7862,NONE,MIDNIGHT,12:30 AM,47
794,7863,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) NO BAR  3.) CLOSING HOUR: 11:00P.M.  PATIO CONDITIONS: 1.) ALCOHOL SERVICE ONLY IN CONJUNCTION WITH FOOD  2.) NO BAR  3.) PATIO TO BE STAFFED AT ALL TIMES  4.) 11:00 P.M. CLOSING,11:00 PM,11:30 PM,45
795,7864,1.) NO BAR  2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,MIDNIGHT,12:30 AM,125
796,7865,Malt and Wine with Liqueurs to be served only in conjunction with meals.,11:00 PM,11:30 PM,62
797,7866,1) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2) NO BAR. 3) DARK SHADES TO BE REMOVED FROM FRONT WINDOWS.,MIDNIGHT,12:30 AM,32
798,7867,Upper level 212  Lower level 41,2:00 AM,2:30 AM,253
799,7868,ROOFDECK CONDITIONS: 1) ANY ALCOHOL TO BE SERVED AT TABLES ON THE ROOFDECK MUST BE ACCOMPANIED BY FOOD ORDERED FROM THE MENU; AND2) 2:00 A.M. CLOSING HOUR. SIDEWALK PATIO CONDITIONS: 1) ALCOHOL WITH FOOD ONLY; 2) TO BE STAFFED AT ALL TIMES; AND3) MIDNIGHT CLOSING HOUR.,2:00 AM,2:30 AM,435
800,7869,NONE,2:00 AM,2:30 AM,224
801,7870,,2:00 AM,2:30 AM,85
802,7871,10:00 A.M. OPENING ON SUNDAYS FOR ALCOHOL SERVICE WITH BRUNCH.,2:00 AM,2:30 AM,400
803,7872,PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) 12:00 AM CLOSING 3.) SEASONAL: APRIL - OCTOBER ROOF DECK CONDITION: 1.) ALCOHOL SERVICE ONLY IN CONJUNCTION WITH MEALS.,2:00 AM,2:30 AM,360
804,7873,OUTDOOR PATIO'S OPERATING HOURS: 11:00 AM - 2:00 AM.,2:00 AM,2:30 AM,539
805,7874,,11:00 PM,11:30 PM,19
806,7875,1:00 A.M. CLOSING ON ALL DAYS,1:00 AM,1:30 AM,62
807,7876,NONE,1:00 AM,1:30 AM,3013
808,7877,1. ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS: FROM - 11AM TO NOON. 2. 2:00 AM CLOSING FOR ALL AREAS OF THE PREMISES. ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS BETWEEN 1:00 AM - 2:00 AM.,2:00 AM,2:30 AM,330
809,7878,1) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2) NO BAR.,11:30 PM,MIDNIGHT,33
810,7879,(1) NO BAR. (2) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. (3) CLOSING HOURFRIDAYS  SATURDAYS AND SUNDAYS IS 12:00 AM.,11:00 PM,11:30 PM,19
811,7880,NONE,2:00 AM,NULL,0
812,7881,NONE,2:00 AM,NULL,0
813,7882,,2:00 AM,2:30 AM,56
814,7883,NONE,1:00 AM,1:30 AM,1876
815,7884,1.) ALL PATRONS OFF PREMISES BY 1:00 A.M.  2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,1:00 AM,1:00 AM,99
816,7885,PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) TO BE STAFFED AT ALL TIMES  3.) PATIO CLOSING HOUR: 10:00 P.M.,1:00 AM,1:30 AM,70
817,7886,NONE,MIDNIGHT,12:30 AM,90
818,7887,1) NO BAR. 2) MALT WINE AND LIQUEURTO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,11:00 PM,11:30 PM,49
819,7888,NONE,2:00 AM,2:30 AM,0
820,7889,1) No Bar. 2) Beer and wine to be served only in conjunction with meals. 3) No exterior sign advertising Malt  Wine.,11:00 PM,11:30 PM,36
821,7890,NONE,1:00 AM,1:30 AM,120
822,7891,1.) TO BE OPERATED AS A CAF.,1:00 AM,1:30 AM,49
823,7892,FRIDAY & SATURDAY 1:30 AM CLOSING.,1:30 AM,2:00 AM,260
824,7893,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) NO BAR,1:00 AM,1:30 AM,32
825,7894,1) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH FOOD.,1:00 AM,1:30 AM,180
826,7895,PATIO CONDITIONS: 1) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2) PATIO TO BE STAFFED AT ALL TIMES. 3) PATIO HOURS: SUNDAY 4:00 PM -11:00 PM  MONDAY 11:30 AM - 11:00 PM  TUESDAY-WEDNESDAY 11:30 AM - 11:30 PM  THURSDAY-FRIDAY 11:30 AM - MIDNIGHT  SATURDAY: 6:00 PM - MIDNIGHT.,12:30 AM,1:00 AM,90
827,7896,A temporary removable seasonal outdoor patio service bar was approved provided by the Board.,2:00 AM,2:30 AM,296
828,7897,2:00 A.M. closing  Friday thru Saturday. Only 1:00 A.M. Closing Hour on all other nights,1:00 AM,1:30 AM,86
829,7898,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,1:00 AM,1:30 AM,48
830,7899,,1:00 AM,1:30 AM,375
831,7900,1) OUTDOOR SERVICE AREA HOURS OF OPERATION ARE11:00 A.M.-MIDNIGHT. 2) 11:00 A.M. ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH.,2:00 AM,NULL,0
832,7901,NONE,11:00 p.m.,11:30 p.m.,19
833,7902,Alcoholic Beverages served only in conjunction with meals 1:00 A.M. Closing,1:00 AM,1:30 AM,144
